2441,"Tallahassee, Florida || Tallahassee, Florida geography stubs"
2450,Quadrilaterals || Quadrilaterals 
2458,"Benton County, Mississippi || Benton County, Mississippi geography stubs"
2460,"Tippah County, Mississippi geography stubs || Tippah County, Mississippi || Census-designated places in Tippah County, Mississippi"
2524,Professional certification in finance || Professional certifications in finance
2527,Chocolate bars || Candy bars
2529,The Hershey Company brands || Hershey Company brands
2531,Wafers (food) || Wafers
2565,Flagpoles || Flags and flagpoles
2664,Commercial driver's licenses || Commercial driver's licenses (CDL)
2674,Laws enacted by the 104th United States Congress || Laws enacted during the 104th United States Congress
2682,Certified Public Accountants || Certified public accountants
2701,Surrender of Cornwallis at Yorktown 1781 || Surrender of Cornwallis at Yorktown
2707,Nuremberg trials || Nuremberg Trials
2722,Financial auditing || Financial audits
2753,History of the United States Constitution || HISTORY OF THE UNITED STATES CONSTITUTION 
2767,History of British America || History of British North America
2774,Treason in Great Britain || Treason in the American Revolution || Treason in the Thirteen Colonies || Treason in the Thirteen Colonies during British rule
2777,Meteorology and climate measurement || Meteorology and climate measurement standards
2809,HVAC systems || Hvac systems
2813,Hair salons || Hairdressing salons
2819,Bachelor's degrees || Bachelor's degree
2876,Holidays honoring military personnel in the United States || Holidays honoring military personnel
2877,Vinegar || Vinegars
2908,Fast food beverages || Fast-food beverages
2909,Nutritional information by brand || Nutritional information by food brand
2934,Astronomical events in 2015 || Astronomical events of 2015
2936,"Wolves in folklore, religion and mythology || Wolves in culture, religion and folklore || Wolves in culture, religion and mythology"
2953,Grooming tools and products || Grooming products and tools
2984,"Parasitic infestations, stings, and bites of the skin || Parasitic infestations, stings, and bites of the skin not elsewhere classified"
2985,Insect-borne diseases || Insect-borne diseases 
2988,Skin conditions resulting from physical factors || Skin conditions resulting from physical factors or internal causes || Skin conditions resulting from physical factors or damage
3020,Sick leave in the United States || Sick leave policy in the United States || Sick leave policies in the United States
3022,Laws affecting employment in the United States || Laws affecting employment by country
3025,Student housing in the United States || College student housing in the United States
3030,Mystery thriller films || American mystery thriller films
3033,American women physicians || Women physicians
3037,"Census-designated places in Prince William County, Virginia || Geography of Prince William County, Virginia || Prince William County, Virginia"
3073,Kraft Foods brands || Kraft Foods
3088,Carnivoran biology and anatomy || Carnivoran biology
3106,National Hockey League statistics || Ice hockey statistics
3110,Hockey-related lists || Ice hockey-related lists
3217,Vice presidency of the United States || Vice Presidency of the United States
3221,Non-consecutive terms in office || Non-consecutive terms in office by US Presidents 
3226,Founding Fathers of the United States || United States Founding Fathers
3245,Law enforcement in the United States || Laws enforcement in the United States
3256,Tourist attractions in Agra || Tourist attractions in Agra district || Buildings and structures in Agra
3296,MacOS software || macOS software
3299,X-Men characters || The X-Men characters
3304,Range Rover || Range Rover vehicles
3315,"Cities in Bonneville County, Idaho || Census-designated places in Bonneville County, Idaho"
3360,"Waco, Texas || Waco, Texas geography stubs"
3361,Dr Pepper Snapple Group brands || Dr Pepper Snapple Group
3367,Humidity measurement devices || Atmospheric humidity measurement devices
3375,State legislatures of the United States || United States state legislatures
3384,Linguistic morphology of personal names || Linguistic morphology in personal names
3397,Dogs as pets || Dogs as pets 
3403,Blu-ray Disc releases || Blu-ray releases
3404,American computer-animated comedy films || American computer-animated films
3418,IP addresses || Ip addresses
3425,Companies based in Illinois || Companies established in Illinois
3430,Occupational Safety and Health Administration || Occupational safety and health administration
3439,Professional fees and charges in construction professions || Professional fees and charges in construction industry
3459,Rivers of the United States || Rivers in the United States
3462,Pokémon species || Pokemon species
3463,Evolutionary lines of Pokémon || Evolutionary lines of Pokemon
3500,Water conservation methods || Water conservation techniques
3509,Medical treatments of the spine || Medical treatments involving the spine
3510,First Ladies of the United States || First ladies of the United States
3512,Wives of presidents of the United States || Wives of Presidents of the United States
3546,Leaning Tower of Pisa || Leaning towers
3554,Taxation in Nevada || Nevada law and government-related taxes
3555,Nevada law and government || Nevada law and legislation
3563,Syndicated American variety shows || Syndicated American variety television series
3564,American country music television series || Country music television series
3570,Office and administrative support occupations || Office and administrative occupations
3576,FC Barcelona players || Barcelona players
3618,Legal history of England || Legal history of the United Kingdom
3649,United States executive orders || United States federal executive orders
3650,Japanese-American internment || World War II internment of Japanese Americans || Internment of Japanese Americans
3658,Majority leaders of the United States Senate || Minority leaders of the United States Senate
3660,Florida Senate || Politics of Florida
3664,Elections in Florida || Florida elections
3672,Lending standards and guidelines || Lending standards and practices || Lending standards and terms
3690,DC Comics superheroes || Dc Comics superheroes
3695,Food additives || Dietary additives
3698,Inhibitors (chemistry) || Inhibitors
3702,Economic development organizations in the United States || Economic development organizations of the United States
3707,Economic geology || Economic geology 
3760,Wikipedia categories named after ski areas and resorts by country || Wikipedia categories named after ski resort companies of North America 
3818,Skeletal muscle physiology || Skeletal muscles physiology
3823,Hormones of the anterior pituitary gland || Hormones of the anterior pituitary
3845,Merriam-Webster Dictionary || Merriam-Webster dictionary
3907,Progressive Era in the United States || Progressive Era || The Progressive Era in the United States
3908,Presidency of Franklin D. Roosevelt || PRESIDENCY OF FRANKLIN D.ROOSEVELT 
3910,20th-century Presidents of the United States || 20th-century presidents of the United States
3911,Elections in the United States by year || Elections in the United States by year 
3925,Urology equipment || Urology devices
3965,American women singer-songwriters || American female singer-songwriters
3967,Elvis Presley family members || Elvis Presley family || Presley family
3987,Microsoft Windows security technology || Microsoft Windows security technology features
4005,"Climate of New Orleans || Climate of New Orleans, Louisiana"
4024,Astronauts of the United States || Astronauts of the United States 
4029,Tissues of the human body || Tissues of the human body 
4037,TRICARE || Tricare
4043,Anemia screening and diagnosis || Anemia testing and diagnosis
4049,Germanic-language female given names || Germanic-language feminine given names
4064,Cemeteries in France || Cemeteries in Normandy
4067,"Climate of Miami, Florida || Climate of Miami"
4072,Long Island Sound communities in New York || Long Island Sound communities || Long Island Sound communities in New York State
4078,Pennsylvania geography stubs || PENNSYLVANIA geography stubs  || PENNSYLVANIA geography stubs
4091,Medical statistics and data analysis || Medical statistics and data collection
4117,Maternal health and wellness || Maternal nutrition and wellness
4119,French desserts || Desserts of France
4124,Hurricanes in Florida || Florida hurricanes
4131,Hurricane Andrew (1992) || Hurricane Andrew
4143,Worm infections in humans || Worm infections of humans
4147,Seasons in astronomy || Seasons (astronomy)
4160,Low-fat diets || Low-fat diet
4174,Varnishes || Varnish materials
4190,Production planning || Production planning and control
4196,Cohort studies || Cohort studies methodology || Cohort analysis
4215,Octane rating || Octane rating scale
4223,Sustainable water use practices || Sustainable water management practices
4260,Système international d'unités (SI) || Système international d'unités base units (SI)
4315,Sumerian literature || Mesopotamian literature || Ancient Mesopotamian literature
4319,Epic poetry || Epic literature
4326,Keyboard layouts || Keyboard layout
4341,Paints and coatings || Paints and coatings materials
4344,Curing processes in materials science || Curing reactions in materials science
4424,Aesthetic medicine in the United States || Aesthetic medicine industry in the United States
4440,Autoimmune diseases || AUTOIMMUNE DISEASES 
4456,Civil parishes in Warwickshire || Villages in Warwickshire
4465,"Kings County, New York || Kings County, New York geography stubs"
4466,"Geography of Brooklyn, New York City || Geography of Brooklyn, New York"
4500,Anatomy of the human hand || Anatomy of the hand || Anatomy of the human hand and wrist
4534,"Diseases of arteries, arterioles and capillaries || Diseases of arteries, arterioles and capillaries "
4535,"Fort Myers, Florida || Fort Myers Beach, Florida"
4564,Land-grant universities and colleges in the United States || Land-grant universities and colleges
4565,Taxation in Illinois || Illinois taxation
4572,Soviet Union in World War II || Soviet military history of World War II || Soviet military history during World War II
4575,United States Census Bureau || Census Bureau of the United States
4606,Spatial databases || Spatial databases and structures
4607,Esri software products || ESRI software products
4633,"Boca Raton, Florida geography stubs || Boca Raton, Florida"
4653,Elements of fiction writing || Elements of fiction-writing craft
4659,"Geography of Scottsboro, Alabama || Scottsboro, Alabama"
4664,Baked goods of the United States || Baked goods in the United States
4686,"Skyscrapers in Chicago || Skyscrapers in Chicago, Illinois"
4720,Academy Awards ceremonies || Academy Award ceremonies || Academy Awards ceremonies by year
4793,American animated television characters || American animated television series characters
4832,Lead minerals || Minerals of lead
4870,Greek goddesses || Mythological Greek goddesses
4876,Ancient Roman calendars || Roman calendars || Ancient Roman calendar
4893,Axes in mathematics || Axes in mathematics and science
4900,Lush (company) || Lush (retailer)
4903,Gifts and gift-giving traditions || Holidays and gift-giving traditions
4911,"Jim Wells County, Texas || Census-designated places in Jim Wells County, Texas"
4932,Kinesiology and biomechanics of walking || Kinesiology and biomechanics of walking and running
4934,Aviation records || Aircraft records
4943,Earthquake magnitude scales || Seismic magnitude scales
4955,Injections (medicine) || Injection (medicine)
4958,United States federal budgets || United States federal government budgets
4971,Monetary policy of the United States || Monetary policy in the United States
5017,Data link layer protocols || Data link layer standards || Data Link Layer protocols
5020,Hepatitis B virus || Hepatitis C virus
5027,Yahoo! || Yahoo! Inc.
5031,Technology support services || Technology support services companies
5035,Tire pressure monitoring systems || Tire pressure monitoring systems in automobiles
5041,"White County, Arkansas || White County, Arkansas geography stubs"
5056,"Surrender of General Lee to Grant || Surrender of General Lee to Grant, 1865"
5110,APA style || APA Style
5124,Sociolinguistics terminology || Sociolinguistics terminology 
5129,Harlem Renaissance || The Harlem Renaissance
5130,African-American history || History of African Americans
5137,World War II in the Pacific Ocean || World War II in the Pacific
5154,Credit hour system (education) || Credit hour systems (education)
5155,Tertiary educational stages || Tertiary educational stages and systems
5166,Civil rights movement history of the United States || Civil rights movement history in the United States || Civil Rights Movement history of the United States
5172,Pacific Northwest states || Pacific Northwest
5194,Dangerous animals || Dangerous animals in nature
5211,Astronomical events of 2017 || Astronomical events in 2017
5218,English inventors || Inventors from England
5220,Ancient Greek inventors || Ancient Greek engineers
5222,Hellenistic engineering || Hellenistic engineering and technology
5256,IQ tests || IQ testing
5276,Placenta || Placentas
5290,T. Rowe Price || T. Rowe Price Group
5292,Investment management companies of the United States || Investment management companies based in the United States
5299,Gus Kahn songs || Songs written by Gus Kahn
5322,Classical period (music) || Classical period in music
5342,Glycemic control in diabetes management || Glycemic control in diabetes
5349,"Northampton County, Pennsylvania || Census-designated places in Northampton County, Pennsylvania"
5352,Duties and responsibilities in politics || Duties and responsibilities by role in politics
5378,Volunteer organizations in the United States || Volunteer organizations based in the United States || Volunteer programs in the United States
5398,Indian sculpture || Sculpture of India
5411,"Geography of Riverside County, California || Towns in Riverside County, California"
5437,Hamstrings group muscles || Hamstring group muscles
5441,Wineries of the United States || Wineries in the United States
5442,Horse racing venues in the United States || Thoroughbred racing venues in the United States
5458,Civil procedure rules and laws by country || Civil procedure rules and practices
5491,United States Department of Defense agencies || Department of Defense agencies
5538,Treasury securities of the United States || Treasury securities of the United States government
5548,Shameless (American TV series) || Shameless (U.S. TV series) || Shameless (TV series)
5554,"Pigeon Forge, Tennessee || Tourist attractions in Pigeon Forge, Tennessee"
5569,São Paulo || Sao Paulo (city) || São Paulo (city) || Sao Paulo
5594,Software companies of Germany || German software companies
5606,Plant propagation methods || Agricultural propagation methods
5630,1991 deaths || Deaths in 1991
5632,Rock and Roll Hall of Fame inductees || Rock and roll Hall of Fame inductees
5655,Buick vehicles || Buick automobiles
5666,Austenite || Austenite (metallurgy)
5668,Steelmaking processes || Steelmaking
5685,"Towns in Tulsa County, Oklahoma || Geography of Tulsa County, Oklahoma"
5704,Information technology occupations || Information technology professions
5741,"Wilmington, Delaware || Wilmington, Delaware geography stubs"
5742,"New Castle County, Delaware || Census-designated places in New Castle County, Delaware"
5760,Weaning in animals || Weaning of animals
5766,Metaphysics || Metaphysics (philosophy)
5783,Potatoes || Potato
5801,Songs written by Graham Nash || Graham Nash compositions || Graham Nash songs
5813,G protein-coupled receptors || G-protein coupled receptors
5817,American superhero films || American superhero movies
5818,DCEU films || DCEU Films
5848,Corn production in the United States || Corn farming in the United States
5854,Laws affecting children and youth in the United States || Laws affecting children and young people in the United States
5879,Political slogans in the United States || American political slogans || Slogans in United States politics || Political slogans of the United States
5901,Parachuting techniques || Parachuting equipment and techniques
5928,Art museums and galleries in New York City || Art museums and galleries in Manhattan
5931,Cultural history of New York City || Cultural history of New York City 
5941,Festivals in New York (state) || Annual events in New York (state) || Cultural festivals in New York (state)
5942,"Syracuse, New York || Syracuse, New York geography stubs"
5949,"Pima County, Arizona || Census-designated places in Pima County, Arizona"
5961,Wagyu cattle breeds || Wagyu cattle || Wagyu beef
5965,Inaugural addresses of United States presidents || Inaugural addresses of U.S. presidents
5966,1961 in American politics || 1961 in American politics and government
5979,"Films set in Detroit || Films set in Detroit, Michigan"
5986,Havard University alumni || Havard University people
6048,French supercentenarians || Supercentenarians from France
6072,Error detection and correction || Error detection and correction algorithms
6077,Karyotypes || Karyotype
6092,Cloud computing providers || Cloud computing companies
6097,"Thurston County, Washington || Census-designated places in Thurston County, Washington"
6127,"Washington County, Maryland || Census-designated places in Washington County, Maryland"
6128,"Hagerstown, Maryland || Hagerstown, Maryland geography stubs"
6160,Smoking (cooking) || Smoking (cooking techniques)
6166,McLaren vehicles || Mclaren vehicles
6170,Coupes || Coupés
6193,Civil aviation rules and regulations || Civil aviation rules and laws by country || Civil aviation rules and procedures
6198,Deserts of Africa || Deserts in Africa
6207,Economic geography of the United States || Economic geography in the United States
6216,Minivans || Minivans of the United States
6217,Front-wheel-drive vehicles || Front-wheel drive vehicles
6227,Theology concepts in the Bible || Theology terms in the Bible
6247,Surgery costs in the United States || Surgery costs and healthcare economics in the US
6257,ICD-9-CM codes || ICD-9-CM medical classification system
6275,Anxiety disorders treatment || Anxiety disorder treatment
6276,Nursing education || Nurse education
6292,Colors in culture || Colors and culture
6299,"Buildings and structures in Washington, D.C. || Buildings and structures of the U.S. government in Washington, D.C."
6303,Software companies of the United States || Software companies of the United States 
6311,Scoring in games and sports || Scoring in sports || Scoring in sports competitions
6312,Mycobacterium || Mycobacteria
6322,Acronyms in science and technology || Acronyms in science and medicine
6332,Handicap (golf) || Handicapping (golf)
6346,Tectonics || Tectonics 
6347,Seismic faults of the United States || Seismic faults in the United States
6429,1945 in Japan || Japan in 1945
6460,Medical dressings || Medical dressings and bandages
6465,Ribosomes || Ribosome
6471,Fruits in animal diets || Fruits in animal nutrition
6493,Hemorrhagic conditions || Hemorrhagic diseases
6518,Non-fiction genres || Genres of non-fiction
6567,Shielding gases in welding || Shielding gases
6573,Holidays and observances by scheduling (nth weekday of the month) || Holidays and observances by scheduling (nth weekday of month)
6629,Hamlets in New York (state) || Hamlets of New York State
6631,Populated places on Long Island || Populated places in Long Island
6635,Sausages || Sausage
6644,Skeletal system imaging techniques || Skeletal system imaging
6663,Wexford (county) || County Wexford
6675,Aerodynamics in vehicles || Aerodynamics of vehicles
6683,Cousin relationships || Cousin relationships and genealogy
6699,Automotive industry in the United States || AUTOMOTIVE INDUSTRY IN THE UNITED STATES 
6710,"Galveston, Texas || Galveston, Texas geography stubs"
6747,Role-playing game terminology || Fantasy role-playing game terminology || Role-playing terminology
6758,Huddie Ledbetter songs || Songs written by Huddie Ledbetter
6764,Hair care products || Haircare products
6772,Bears in popular culture || Cultural depictions of bears in popular culture
6776,Criminal law by type of crime || Criminal law by type
6799,Supreme Court of the United States || United States Supreme Court
6814,Mercury (planet) || The planet Mercury
6815,Craters on planets || Astronomical objects with craters
6842,Sanding equipment and methods || Sanding equipment and techniques
6891,Cardiomyopathy || Hypertrophic cardiomyopathy
6892,Myocardial disorders || Myocardial diseases
6906,Insect rearing techniques || Insect rearing
6919,Grounding (electricity) || Electrical grounding || Grounding (electrical)
6920,American Bar Association accredited law schools || American Bar Association accredited law schools in the United States
6935,Walt Disney family || Disney family
6939,The Walt Disney Company subsidiaries || Walt Disney Company subsidiaries
6971,"Companies based in Atlanta, Georgia || Companies based in Atlanta"
6972,American brands || American brands 
6976,Languages of France || Languages spoken in France
6982,Iraq–Kuwait relations || Kuwait–Iraq relations
6983,Presidency of George H. W. Bush || Presidency of George W. Bush
6984,Saddam Hussein || Iraq under Saddam Hussein
6989,Dietary recommendations by country || Dietary recommendations by country organizations
6994,Harvard College || Harvard University
7001,Equestrian sports || Horse sports
7029,Laws named after people || Laws named for people
7050,HGTV original programming || HGTv original programming
7068,Tombs of ancient Egypt || Tombs in ancient Egypt
7080,2010 United States census data locations || 2010 United States Census data locations
7095,The Matrix (franchise) || The Matrix franchise
7099,Acetic acid || Acetic acid chemistry
7103,Bells (percussion) || Bells (instrument) || Bells
7108,Fraud prevention organizations || Fraud prevention organizations in the United States
7132,Morrill Land-Grant Colleges Act of 1862 schools || Morrill Land-Grant Colleges Act of 1862 institutions
7137,"Unincorporated communities in Placer County, California || Census-designated places in Placer County, California"
7145,"Tourism in Myrtle Beach, South Carolina || Myrtle Beach, South Carolina tourism and attractions"
7160,Party food and drink || Party foods || Party foods and drinks
7206,Yosemite National Park || Parks in Yosemite National Park || Wilderness areas of Yosemite National Park
7207,"San Jose, California || San Jose, California geography stubs"
7218,Vehicle technology manuals and guides || Vehicle technology manuals and handbooks
7221,Surgical procedures and diet restrictions || Surgical procedures and diet
7275,Evolution-inducing held items in Pokémon || Evolution-inducing held items in Pokemon || Evolution-inducing held items in Pokémon games
7289,Ignition systems || Ignition system
7307,Stage lighting || Stage lighting equipment
7337,Lego || LEGO
7369,"Geography of Montgomery County, Maryland || Unincorporated communities in Montgomery County, Maryland"
7375,Italian geography-related lists || Italian geography-related lists and topics
7402,"Cities in Davis County, Utah || Geography of Davis County, Utah"
7407,Critical race theory || Critical race theory in the United States
7444,Crying in humans || Crying in humans and animals || Crying behavior in humans and animals
7483,"Towns in Shelby County, Indiana || Shelby County, Indiana geography stubs || Shelby County, Indiana"
7493,Pixar animated films || Pixar Animation Studios feature films || Pixar Animation Studios films
7494,Ellen DeGeneres || The Ellen DeGeneres Show
7504,Urinary incontinence || Incontinence
7529,Epidemiology of cardiovascular disease || Epidemiology of cardiovascular diseases
7553,Theories of aesthetics || Theories in aesthetics
7564,Science and technology studies || Science and Technology Studies
7588,Energy consumption by country || Electricity consumption by country
7606,Tenses in linguistics || Tenses in languages
7643,Lifting equipment || Lifting devices || Lifting devices and accessories
7645,City councils || Municipal councils
7656,Police academies in the United States || Police academies and training schools in the United States
7685,LPG technology and applications || LPG technology and equipment
7708,Legal doctrines and principles || Legal doctrines
7759,"Marshall County, Alabama || Cities in Marshall County, Alabama || Marshall County, Alabama geography stubs"
7761,Governing bodies of counties in the United States || Governing bodies of counties of the United States
7764,Labor law in Massachusetts || Laws affecting labor relations in Massachusetts
7791,The Hunger Games series || The Hunger Games
7808,Erectile dysfunction || Erectile dysfunctions
7885,E-commerce websites for automotive parts and accessories || E-commerce websites for automotive parts
7900,Shelf life testing || Shelf life testing standards
7952,Sustainable living practices || Sustainable living practices 
7960,Source code management software || Source code management systems
7967,Cattle feeding and nutrition || Cattle feeding and care || Cattle feeding and nutrition management
7997,Car ownership expenses || Automobile ownership expenses
8000,Car dealerships in the United States || Car dealerships of the United States
8005,Walls in architecture and design || Walls in architecture and construction
8043,Tax deductions in the United States || Tax deduction in the United States
8069,Hormones of the adipose tissue || Hormones of the adipose tissue system
8094,"People from St. Joseph, Missouri || People from St. Charles County, Missouri"
8106,The Empire Strikes Back || The Empire Strikes Back (film)
8112,Bilingualism and second-language acquisition studies || Bilingualism and second language acquisition
8161,Cancer symptoms || Symptoms of cancer
8182,Organizational studies and human resource management || Organizational studies and human resource development
8183,Columbian Exchange || Columbian exchange
8232,Photovoltaics pricing trends || Photovoltaics pricing and cost analysis
